Client,regnr,Marke,Fordonsslag,Fordonsstatus,Karosserikod,Arsmodell,TotalVikt,Egenklass,Motoreffekt,Handelsbet,Karossny,api_matched,UW_Kategori,classification_method,classification_confidence,classification_reasoning
Client - 22,REGNR1189,PVK-SLÄPT,SLÄP,ITRAFIK,För transport av båtar,1978.0,,Lätt släp,,,För transport av båtar,True,Släp,rule_based,,
Client - 22,REGNR1190,MERCEDES-BENZ 906 OK 35,LB,ITRAFIK,Lastbil,2013.0,,Brandbil lätt,1200,SPRINTER,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1191,MERCEDES-BENZ 639,PB,ITRAFIK,Brandfordon,2010.0,,Brandbil lätt,1100,MERCEDES-BENZ CDI 2.2 4-,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1192,THULE LMT0751,SLÄP,ITRAFIK,Flak - Godslåda,2012.0,,Lätt släp,,THULE LMT0751,Flak - Godslåda,True,Släp,rule_based,,
Client - 22,REGNR1193,MERCEDES-BENZ 906 OK 35,LB,ITRAFIK,Lastbil,2010.0,,Brandbil lätt,1200,SPRINTER,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1194,MITSUBISHI L200,LB,ITRAFIK,Brandfordon,2009.0,,Brandbil lätt,1000,,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1195,MITSUBISHI L200,LB,ITRAFIK,Brandfordon,2009.0,,Brandbil lätt,1000,,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1196,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2019.0,,Brandbil lätt,1300,CRAFTER,Skåpbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1197,TOYOTA,PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,720,TOYOTA COROLLA,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 22,REGNR1198,SCANIA P370B4X2NB,LB,ITRAFIK,Lastbil,2021.0,,Brandbil,2720,,Lastbil,True,Brandfordon,rule_based,,
Client - 22,REGNR1199,MITSUBISHI KAOT,LB,ITRAFIK,Lastbil,2013.0,,Brandbil lätt,1310,MITSUBISHI L200,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1200,MITSUBISHI KAOT,LB,ITRAFIK,Lastbil,2013.0,,Brandbil lätt,1310,MITSUBISHI L200,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1201,"VOLKSWAGEN, VW  3C",PB,ITRAFIK,Stationsvagn kombivagn,2011.0,,Personbil,1100,PASSAT,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 22,REGNR1202,MERCEDES-BENZ 906 BA 50,LB,ITRAFIK,Lastbil,2013.0,,Brandbil,1400,SPRINTER,Lastbil,True,Brandfordon,rule_based,,
Client - 22,REGNR1203,MITSUBISHI KAOT,LB,ITRAFIK,Lastbil,2013.0,,Brandbil lätt,1310,MITSUBISHI L200,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1204,VOLVO D + XC60,PB,ITRAFIK,Stationsvagn kombivagn,2012.0,,Brandbil lätt,1200,XC60,Stationsvagn kombivagn,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1205,MITSUBISHI KAOT,LB,ITRAFIK,Lastbil,2013.0,,Brandbil lätt,1310,MITSUBISHI L200,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1206,MITSUBISHI KAOT,LB,ITRAFIK,Lastbil,2013.0,,Brandbil lätt,1310,MITSUBISHI L200,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1207,"VOLKSWAGEN, VW  2KN",LB,ITRAFIK,Skåpbil,2012.0,,Brandbil lätt,1030,CADDY,Skåpbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1208,"VOLKSWAGEN, VW  2KN",LB,ITRAFIK,Skåpbil,2012.0,,Brandbil lätt,1030,CADDY,Skåpbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1209,"VOLKSWAGEN, VW  3C",PB,ITRAFIK,Stationsvagn kombivagn,2010.0,,Brandbil lätt,1100,PASSAT,Stationsvagn kombivagn,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1210,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,,NISSAN LEAF 62KWH,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 22,REGNR1211,VOLVO,LB,ITRAFIK,Lastbil,2018.0,,Brandbil,3380,FM 6*2,Lastbil,True,Brandfordon,rule_based,,
Client - 22,REGNR1212,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,1500,MULTIVAN,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 22,REGNR1213,HT SLÄPET NB 1250-250,SLÄP,ITRAFIK,Flak - Godslåda,1992.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 22,REGNR1214,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2017.0,,Lätt släp,,LV0750,Släpkärra,True,Släp,rule_based,,
Client - 22,REGNR1215,TPV TRAILERS,SLÄP,AVST,Släpkärra,1900.0,,Släp,,EB2010/100,Släpkärra,True,Släp,rule_based,,
Client - 22,REGNR1216,TRAILERGRUPPEN RT0980,SLÄP,ITRAFIK,Flak - Godslåda - Kapell,2000.0,,Släp,,,Flak - Godslåda - Kapell,True,Släp,rule_based,,
Client - 22,REGNR1217,TIAB 2410,SLÄP,ITRAFIK,Flak - Godslåda,2000.0,,Lätt släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 22,REGNR1218,MERCEDES-BENZ 906 BA 50,LB,ITRAFIK,Lastbil,2013.0,,Brandbil,1400,SPRINTER,Lastbil,True,Brandfordon,rule_based,,
Client - 22,REGNR1219,SCANIA P380DB6X24MLA,LB,ITRAFIK,Brandfordon,2009.0,,Brandbil,2800,,Brandfordon,True,Brandfordon,rule_based,,
Client - 22,REGNR1220,SCANIA P94GB 4X2 NZ300,LB,ITRAFIK,Brandfordon,2001.0,,Brandbil,2210,,Brandfordon,True,Brandfordon,rule_based,,
Client - 22,REGNR1221,BRENDERUP 75B,SLÄP,ITRAFIK,För transport av båtar,2001.0,,Lätt släp,,,För transport av båtar,True,Släp,rule_based,,
Client - 22,REGNR1222,FORD TT,LB,ITRAFIK,Flak - Övrigt,2003.0,,Lätt lastbil,150,,Flak - Övrigt,True,Lätt lastbil,rule_based,,
Client - 22,REGNR1223,SLÄPO 2,SLÄP,ITRAFIK,För transport av fordon,2011.0,,Lätt släp,,,För transport av fordon,True,Släp,rule_based,,
Client - 22,REGNR1224,VW LT 35 MR,LB,ITRAFIK,Brandfordon,2001.0,,Brandbil lätt,800,,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1225,HÄGGLUNDS BV206,TGV,ITRAFIK,Skåp - Övrigt,2002.0,,???,990,,Skåp - Övrigt,False,Släp,ml_model,0.557,LogReg: Släp (56%)
Client - 22,REGNR1226,SCANIA P114GB6X2*4NA380,LB,ITRAFIK,Brandfordon,2001.0,,Brandbil,2790,,Brandfordon,True,Brandfordon,rule_based,,
Client - 22,REGNR1227,RUBERG WR 30,SLÄP,ITRAFIK,Övrigt,2002.0,,Släp,,,Övrigt,True,Släp,rule_based,,
Client - 22,REGNR1228,SCANIA P94GB4X2NA300,LB,ITRAFIK,Brandfordon,2002.0,,Brandbil,2210,,Brandfordon,True,Brandfordon,rule_based,,
Client - 22,REGNR1229,SCANIA P114GB6X2,LB,ITRAFIK,Brandfordon,2003.0,,Brandbil,2790,,Brandfordon,True,Brandfordon,rule_based,,
Client - 22,REGNR1230,SCANIA P94GB4X2NA300,LB,ITRAFIK,Brandfordon,2003.0,,Brandbil,2210,,Brandfordon,True,Brandfordon,rule_based,,
Client - 22,REGNR1231,"VOLKSWAGEN, VW",PB,ITRAFIK,Fordon avsett för fler ändamål,2022.0,,Personbil,900,CADDY,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 22,REGNR1232,SCANIA P114 GB 4X2 NA340,LB,ITRAFIK,Brandfordon,2003.0,,Brandbil,2500,,Brandfordon,True,Brandfordon,rule_based,,
Client - 22,REGNR1233,IVECO DAILY,LB,ITRAFIK,Lastbil,2018.0,,Brandbil,1320,55S18HD W,Lastbil,True,Brandfordon,rule_based,,
Client - 22,REGNR1234,LAND ROVER DEFENDER,LB,ITRAFIK,Brandfordon,2003.0,,Brandbil lätt,900,,Brandfordon,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1235,SCANIA P94GB4X2NA300,LB,ITRAFIK,Brandfordon,2004.0,,Brandbil,2210,,Brandfordon,True,Brandfordon,rule_based,,
Client - 22,REGNR1236,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,,NISSAN LEAF 62KWH,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 22,REGNR1237,TOYOTA,PB,ITRAFIK,Halvkombi,2023.0,,Personbil,680,TOYOTA YARIS CROSS,Halvkombi,True,Personbil,rule_based,,
Client - 22,REGNR1238,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2020.0,,Personbil,,NISSAN LEAF 62KWH,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 22,REGNR1239,POLARIS,TR,ITRAFIK,,2021.0,,???,305,SPORTSMAN  570,,False,Släp,ml_model,0.68,LogReg: Släp (68%)
Client - 22,REGNR1240,"VOLKSWAGEN, VW",LB,ITRAFIK,Lastbil,2018.0,,Brandbil lätt,1650,AMAROK,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 22,REGNR1241,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2022.0,,Personbil,,ID.3 PRO 150 KW,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 22,REGNR1242,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2017.0,,Lätt släp,,LV0750,Släpkärra,True,Släp,rule_based,,
Client - 22,REGNR1243,"VOLKSWAGEN, VW",PB,ITRAFIK,Fordon avsett för fler ändamål,2023.0,,Brandbil lätt,1500,MULTIVAN,Fordon avsett för fler ändamål,True,Lätt brandfordon,rule_based,,
Client - 22,OREG,Ruberg WR 30,,,Bogserbar motorspruta,2008.0,1000.0,,,,,False,Brandfordon,ml_model,0.398,LogReg: Brandfordon (40%)
Client - 22,OREG,Ruberg WR 26,,,Bogserbar motorspruta,1985.0,750.0,,,,,False,Brandfordon,ml_model,0.398,LogReg: Brandfordon (40%)
Client - 22,OREG,Waterous E400,,,Bogserbar motorspruta,1996.0,1000.0,,,,,False,Brandfordon,ml_model,0.398,LogReg: Brandfordon (40%)
Client - 22,OREG,Waterous E400,,,,1996.0,1000.0,,,,,False,Personbil,ml_model,0.367,LogReg: Personbil (37%)
Client - 22,OREG,Waterous E400,,,,1997.0,1000.0,,,,,False,Personbil,ml_model,0.367,LogReg: Personbil (37%)
Client - 22,OREG,Albin 1400,,,,1989.0,750.0,,,,,False,Personbil,ml_model,0.367,LogReg: Personbil (37%)
Client - 22,OREG,Albin 1400,,,Bogserbar motorspruta,1987.0,750.0,,,,,False,Brandfordon,ml_model,0.398,LogReg: Brandfordon (40%)
Client - 22,OREG,Fox,,,Bogserbar motorspruta,2000.0,750.0,,,,,False,Brandfordon,ml_model,0.398,LogReg: Brandfordon (40%)
Client - 22,OREG,Järnhäst,,,Terrängredskap,,750.0,,,,,False,Lätt lastbil,ml_model,0.656,LogReg: Lätt lastbil (66%)
Client - 21,REGNR1253,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2017.0,,,,,,False,Släp,ml_model,0.684,LogReg: Släp (68%)
Client - 21,REGNR1254,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,,,,,False,Personbil,ml_model,0.887,LogReg: Personbil (89%)
Client - 21,REGNR1255,SÄVSJÖSLÄPET SSEL 750,SLÄP,ITRAFIK,Flak - Godslåda,2009.0,,Lätt släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 21,REGNR1256,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2018.0,,Personbil,520,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1257,SCANIA P360 DB4X2HSA,LB,ITRAFIK,Brandfordon,2011.0,,Brandbil,2650,,Brandfordon,True,Brandfordon,rule_based,,
Client - 21,REGNR1258,NISSAN,LB,ITRAFIK,Pick-up,2019.0,,Lätt lastbil,1400,NISSAN NAVARA,Pick-up,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1259,FORD FBE6,PB,ITRAFIK,Fordon avsett för fler ändamål,2011.0,,Personbil,1030,TRANSIT,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1260,NORSJÖ CARRIER 4-STROKE,MOPED,ITRAFIK,,2014.0,,Moped,20,NORSJÖ CARRIER 4-STROKE,,True,Moped,rule_based,,
Client - 21,REGNR1261,NORSJÖ CARRIER 4-STROKE,MOPED,ITRAFIK,,2013.0,,Moped,18,NORSJÖ CARRIER 4-STROKE,,True,Moped,rule_based,,
Client - 21,REGNR1262,VOLVO L50GS,MRED,ITRAFIK,Hjullastare,2012.0,,???,870,,Hjullastare,False,Personbil,ml_model,0.842,LogReg: Personbil (84%)
Client - 21,REGNR1263,"VOLKSWAGEN,  VW 2FJE2",LB,ITRAFIK,Lastbil,2013.0,,Lätt lastbil,1200,CRAFTER,Lastbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1264,NISSAN D401,LB,ITRAFIK,Lastbil,2014.0,,Lätt lastbil,1400,NISSAN NAVARA,Lastbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1265,BRENDERUP,SLÄP,ITRAFIK,Släpkärra,2023.0,,Lätt släp,,LM0750,Släpkärra,True,Släp,rule_based,,
Client - 21,REGNR1266,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2018.0,,Personbil,520,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1267,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2021.0,,Personbil,680,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1268,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2021.0,,Personbil,680,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1269,PGO XR-50,MOPED,ITRAFIK,,2006.0,,???,30,,,False,Personbil,ml_model,0.671,LogReg: Personbil (67%)
Client - 21,REGNR1270,OPEL CORSA 5D ENJOY 1.2,PB,ITRAFIK,Sedan,2007.0,,Personbil,590,,Sedan,True,Personbil,rule_based,,
Client - 21,REGNR1271,NORSJÖ CARRIER 4-STROKE,MOPED,ITRAFIK,,2013.0,,Moped,18,NORSJÖ CARRIER 4-STROKE,,True,Moped,rule_based,,
Client - 21,REGNR1272,"VOLKSWAGEN, VW  7J0",LB,ITRAFIK,Lastbil,2012.0,,Brandbil lätt,1030,TRANSPORTER,Lastbil,True,Lätt brandfordon,rule_based,,
Client - 21,REGNR1273,RENAULT,LB,ITRAFIK,Skåp,2010.0,,Lätt lastbil,630,KANGOO,Skåp,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1274,SCANIA P93 ML 4X2 42,LB,ITRAFIK,Brandfordon,1989.0,,Brandbil,1850,,Brandfordon,True,Brandfordon,rule_based,,
Client - 21,REGNR1275,TOYOTA,LB,ITRAFIK,Skåpbil,2016.0,,Lätt lastbil,660,PROACE,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1276,SCANIA,LB,ITRAFIK,Lastbil,2019.0,,Brandbil,3310,P450B6X4HA,Lastbil,True,Brandfordon,rule_based,,
Client - 21,REGNR1277,JOHN DEERE,TR,ITRAFIK,Traktor,2017.0,,???,816,5100R,Traktor,False,"Traktor, minitraktor, åkgräsklippare",ml_model,0.789,"LogReg: Traktor, minitraktor, åkgräsklippare (79%)"
Client - 21,REGNR1278,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2021.0,,Personbil,680,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1279,"VOLKSWAGEN, VW",PB,ITRAFIK,Stationsvagn kombivagn,2020.0,,Personbil,1760,TIGUAN,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 21,REGNR1280,RENAULT,LB,ITRAFIK,Skåp,2009.0,,Lätt lastbil,630,KANGOO,Skåp,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1281,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2019.0,,Personbil,520,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1282,MERCEDES-BENZ 906 OK 35,LB,ITRAFIK,Skåpbil,2010.0,,Lätt lastbil,1200,SPRINTER,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1283,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2015.0,,Personbil,800,NISSAN LEAF,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1284,HAPERT,SLÄP,ITRAFIK,Släpkärra,2020.0,,Alla släp,,AZURE,Släpkärra,True,Släp,rule_based,,
Client - 21,REGNR1285,"VOLKSWAGEN, VW",LB,ITRAFIK,Skåpbil,2015.0,,Lätt lastbil,620,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1286,NISSAN,LB,ITRAFIK,Skåpbil,2021.0,,Lätt lastbil,1070,NISSAN NV300,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1287,"VOLKSWAGEN, VW  2KN",LB,ITRAFIK,Skåpbil,2013.0,,Lätt lastbil,1030,CADDY,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1288,FORD,LB,ITRAFIK,Flak - Godslåda,1988.0,,Lätt lastbil,290,,Flak - Godslåda,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1289,BOJ 1301,SLÄP,ITRAFIK,Flak - Gallerlämmar,1995.0,,Släp,,,Flak - Gallerlämmar,True,Släp,rule_based,,
Client - 21,REGNR1290,FORD,PB,ITRAFIK,Fordon avsett för fler ändamål,2016.0,,Personbil,740,TOURNEO COURIER,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1291,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2016.0,,Personbil,730,TOYOTA AURIS,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1292,KÄRCHER,TR,ITRAFIK,,2022.0,,???,320,MIC 42,,False,Släp,ml_model,0.68,LogReg: Släp (68%)
Client - 21,REGNR1293,RENAULT,LB,ITRAFIK,Skåp,2009.0,,Lätt lastbil,630,KANGOO,Skåp,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1294,SKODA,PB,ITRAFIK,Stationsvagn kombivagn,2023.0,,Personbil,1100,OCTAVIA,Stationsvagn kombivagn,True,Personbil,rule_based,,
Client - 21,REGNR1295,REKO TRAILER 950S,SLÄP,ITRAFIK,Flak - Godslåda,1992.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 21,REGNR1296,SÄVSJÖSLÄPET SSEL 850,SLÄP,ITRAFIK,Flak - Godslåda,1995.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 21,REGNR1297,VOLVO B + XC70,PB,ITRAFIK,Stationsvagn kombivagn,2014.0,,Brandbil lätt,1330,XC70,Stationsvagn kombivagn,True,Lätt brandfordon,rule_based,,
Client - 21,REGNR1298,JOHN DEERE 007,TR,ITRAFIK,Traktor,2014.0,,Traktor,320,3720,Traktor,True,"Traktor, minitraktor, åkgräsklippare",rule_based,,
Client - 21,REGNR1299,JOHN DEERE 3720,TR,ITRAFIK,Traktor,2008.0,,???,320,,Traktor,False,"Traktor, minitraktor, åkgräsklippare",ml_model,0.789,"LogReg: Traktor, minitraktor, åkgräsklippare (79%)"
Client - 21,REGNR1300,SCANIA R480LB6X2HLB,LB,ITRAFIK,Lastbil,2009.0,,Lastbil,3530,,Lastbil,True,Tung lastbil,rule_based,,
Client - 21,REGNR1301,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2018.0,,Personbil,520,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1302,"VW KOMBI 2,5",PB,ITRAFIK,Kombi,2001.0,,Personbil,850,,Kombi,True,Personbil,rule_based,,
Client - 21,REGNR1303,REKO TRAILER 1000 S/2,SLÄP,ITRAFIK,Flak - Godslåda,2002.0,,Släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 21,REGNR1304,HEPPU 750 PKL,SLÄP,ITRAFIK,Flak - Godslåda,2003.0,,Lätt släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 21,REGNR1305,HEPPU 750 PKL,SLÄP,ITRAFIK,Flak - Godslåda,2002.0,,Lätt släp,,,Flak - Godslåda,True,Släp,rule_based,,
Client - 21,REGNR1306,SCANIA P114LB4X2LB380,LB,ITRAFIK,Brandfordon,2004.0,,Brandbil,2790,,Brandfordon,True,Brandfordon,rule_based,,
Client - 21,REGNR1307,SCANIA P114GB6X2*4NA 380,LB,ITRAFIK,Brandfordon,2003.0,,Brandbil,2790,,Brandfordon,True,Brandfordon,rule_based,,
Client - 21,REGNR1308,JOHN DEERE LV03,TR,ITRAFIK,Traktor,2014.0,,Traktor,330,3045R,Traktor,True,"Traktor, minitraktor, åkgräsklippare",rule_based,,
Client - 21,REGNR1309,NISSAN,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,920,NISSAN NV300,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1310,TOYOTA,PB,ITRAFIK,Fordon avsett för fler ändamål,2016.0,,Personbil,1080,TOYOTA VERSO,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1311,POLARIS SPORTSMAN 500,TGSK,ITRAFIK,Hjul,2004.0,,???,280,,Hjul,False,Släp,ml_model,0.979,LogReg: Släp (98%)
Client - 21,REGNR1312,VOLVO L60E,MRED,ITRAFIK,Hjullastare,2004.0,,???,1020,,Hjullastare,False,Personbil,ml_model,0.842,LogReg: Personbil (84%)
Client - 21,REGNR1313,RENAULT KC KANGOO,PB,ITRAFIK,Fordon avsett för fler ändamål,2004.0,,Personbil,700,,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1314,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2021.0,,Personbil,680,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1315,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2019.0,,Personbil,740,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1316,NISSAN,LB,ITRAFIK,Skåpbil,2019.0,,Lätt lastbil,1070,NISSAN NV300,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1317,NISSAN,LB,ITRAFIK,Skåpbil,2020.0,,Lätt lastbil,1070,NISSAN NV300,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1318,HAKO,TR,ITRAFIK,Traktor,2018.0,,???,550,CITYMASTER 1600,Traktor,False,"Traktor, minitraktor, åkgräsklippare",ml_model,0.789,"LogReg: Traktor, minitraktor, åkgräsklippare (79%)"
Client - 21,REGNR1319,NISSAN,LB,ITRAFIK,Skåpbil,2018.0,,Lätt lastbil,800,NISSAN E-NV200,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1320,NISSAN,PB,ITRAFIK,Fordon avsett för fler ändamål,2018.0,,Personbil,520,NISSAN MICRA,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1321,NISSAN,LB,ITRAFIK,Skåpbil,2017.0,,Lätt lastbil,800,NISSAN E-NV200,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1322,NISSAN,LB,ITRAFIK,Skåpbil,2017.0,,Lätt lastbil,800,NISSAN E-NV200,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1323,"VOLKSWAGEN, VW",PB,ITRAFIK,Fordon avsett för fler ändamål,2017.0,,Personbil,1500,KOMBI,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
Client - 21,REGNR1324,NISSAN,LB,ITRAFIK,Lastbil,2018.0,,Lätt lastbil,1400,NISSAN NAVARA,Lastbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1325,NISSAN,LB,ITRAFIK,Skåpbil,2020.0,,Lätt lastbil,1070,NISSAN NV300,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,REGNR1326,NISSAN,LB,ITRAFIK,Skåpbil,2020.0,,Lätt lastbil,,NISSAN E-NV200,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 21,OREG,"K-vagn, traktorvagn",,,K-vagn släp,2014.0,,,,,,False,Personbil,ml_model,0.365,LogReg: Personbil (37%)
Client - 21,OREG,Still,,,Still Rider truck,2008.0,,,,,,False,Lätt lastbil,ml_model,0.594,LogReg: Lätt lastbil (59%)
Client - 21,OREG,Still,,,Still Rider truck,2004.0,,,,,,False,Lätt lastbil,ml_model,0.594,LogReg: Lätt lastbil (59%)
Client - 21,OREG,Crescent,,,Moped,2014.0,,,,,,False,Personbil,ml_model,0.359,LogReg: Personbil (36%)
Client - 21,OREG,Crescent,,,Moped,2011.0,,,,,,False,Personbil,ml_model,0.359,LogReg: Personbil (36%)
Client - 21,OREG,MCB,,,Moped,1988.0,,,,,,False,Personbil,ml_model,0.359,LogReg: Personbil (36%)
Client - 21,OREG,Crescent,,,Moped,1990.0,,,,,,False,Personbil,ml_model,0.359,LogReg: Personbil (36%)
Client - 21,OREG,K-vagn traktorvagn,,,K-vagn släp,2014.0,,,,,,False,Personbil,ml_model,0.365,LogReg: Personbil (37%)
Client - 21,OREG,K-vagn traktorvagn,,,K-vagn släp,2000.0,,,,,,False,Personbil,ml_model,0.365,LogReg: Personbil (37%)
Client - 21,OREG,John Deere 3720,,,Traktor,2015.0,,,,,,False,Lätt lastbil,ml_model,0.676,LogReg: Lätt lastbil (68%)
Client - 21,OREG,Packy elektronic,,,Moped,2005.0,,,,,,False,Personbil,ml_model,0.359,LogReg: Personbil (36%)
Client - 21,OREG,Broddway Nordic Sweper,,,Sopsläp,2014.0,,,,,,False,Lätt lastbil,ml_model,0.562,LogReg: Lätt lastbil (56%)
Client - 21,OREG,Stiga Titan 32 H,,,Gräsklippare,2012.0,,,,,,False,Personbil,ml_model,0.335,LogReg: Personbil (34%)
Client - 21,OREG,TORO 30603,,,Traktor,2014.0,,,,,,False,Lätt lastbil,ml_model,0.676,LogReg: Lätt lastbil (68%)
Client - 21,OREG,Skogsvagn Palms 12 D,,,Skogsvagn,2016.0,,,,,,False,Lätt lastbil,ml_model,0.396,LogReg: Lätt lastbil (40%)
Client - 21,OREG,Martin Cross Nifty,,,Skylift,2017.0,,,,,,False,Lätt lastbil,ml_model,0.417,LogReg: Lätt lastbil (42%)
Client - 20,REGNR1343,FORD,LB,ITRAFIK,Skåpbil,2022.0,,Lätt lastbil,956,TRANSIT,Skåpbil,True,Lätt lastbil,rule_based,,
Client - 20,REGNR1344,"VOLKSWAGEN, VW",PB,ITRAFIK,Fordon avsett för fler ändamål,2019.0,,Personbil,1100,KOMBI,Fordon avsett för fler ändamål,True,Personbil,rule_based,,
